term_id,canonical_term,term_category,definition,authoritative_source_refs,machine_field_names,canonical_contract_names,allowed_aliases,prohibited_aliases,related_terms,visibility_or_audience_notes,drift_risk_level,notes,source_heading_or_logical_block
TERM_SURFACE_EMBODIMENT,Surface Embodiment,shell_route,The optional delivery marker that states how a route-visible shell is materialized without changing shell ownership. Native operator scenes use `surface_embodiment = NATIVE_OPERATOR` while keeping the same canonical `shell_family` vocabulary as their browser or automation counterparts.,Algorithm/glossary.md::L117[surface-embodiment],shell_family | surface_embodiment,,Surface Embodiment | surface_embodiment,,TERM_NATIVE_OPERATOR | TERM_SHELL_FAMILY,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,high,,"Shell, route, and collaboration terms"
TERM_TENANT,Tenant,core_engine,"A firm-level boundary for data isolation, policy, configuration, and audit.",Algorithm/data_model.md::L7[Tenant] | Algorithm/glossary.md::L14[tenant],tenant,Tenant,Tenant,,,,low,,Core engine terms
TERM_TENANTGOVERNANCESNAPSHOT,TenantGovernanceSnapshot,shell_route,Authoritative route-visible read model named in README Shared Spine Vocabulary.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/admin_governance_console_architecture.md | Algorithm/cross_device_continuity_and_restoration_contract.md | Algorithm/data_model.md | Algorithm/data_model.md::L1908[TenantGovernanceSnapshot],tenant_governance_snapshot,TenantGovernanceSnapshot,TenantGovernanceSnapshot,,,,high,,Shared Spine Vocabulary
TERM_TENANT_OPERATIONAL_AUTHORITY,Tenant operational authority,authority,"The internal permission model that determines what a principal inside the tenant may view, compute, approve, export, erase, or submit.",Algorithm/actor_and_authority_model.md#3-4-authority-layers,,,Tenant operational authority,,TERM_PRINCIPAL | TERM_TENANT,,high,,3.4 Authority layers
TERM_TRUST_SCORE_BAND_CAP_BAND,Trust Score Band / Cap Band,shell_route,"The persisted split between the numeric trust result and the stricter legal ceiling. `score_band` records the pure score-derived band, `cap_band` records the fail-closed non-score ceiling, and `trust_band` is the most restrictive of the two so review, block, and automation ceilings do not have to be recomputed from raw scores.",Algorithm/glossary.md::L291[trust-score-band-cap-band],cap_band | score_band | trust_band,,Cap Band | Trust Cap Band | Trust Score Band | Trust Score Band / Cap Band | cap_band | score_band,,,,high,This glossary entry intentionally preserves both score-derived and capped trust bands without collapsing them.,"Shell, route, and collaboration terms"
TERM_UPLOAD_SESSION_RECOVERY_HARNESS,Upload Session Recovery Harness,portal,"The deterministic FE-87 governed-upload recovery artifact. It serializes pre/post `ClientUploadSession` snapshots plus the post-recovery request projection for mobile reconnect, browser reload, stale request rebase, duplicate allocation retry, checksum/scanner delay, attachment confirmation, and cross-device continuation. Its job is to prove that frozen tenant/client/request/request-version lineage, storage reuse, explicit stale-rebind posture, and completion boundaries survive every lawful resume path.",Algorithm/data_model.md | Algorithm/data_model.md::L2198[UploadSessionRecoveryHarness] | Algorithm/glossary.md::L399[upload-session-recovery-harness] | Algorithm/modules.md | Algorithm/upload_session_recovery_harness_contract.md,upload_session_recovery_harness,ClientUploadSession | UploadSessionRecoveryHarness | upload session recovery harness contract | upload_session_recovery_harness,Upload Session Recovery Harness | UploadSessionRecoveryHarness | upload_session_recovery_harness,,TERM_CLIENT | TERM_SNAPSHOT | TERM_TENANT | TERM_VISIBILITY_BOUNDARY_CLASSES,Customer-safe or customer-visible wording must not redefine internal operator semantics.,high,,"Shell, route, and collaboration terms"
TERM_UPSTREAM_GATE_CAP,Upstream Gate Cap,observability,"The persisted trust-stage ceiling derived from the already-decided upstream non-access gates. It freezes whether trust may be `AUTO_ELIGIBLE`, `NOTICE_ONLY`, `REVIEW_ONLY`, or `BLOCKED`, so downstream gates, nightly automation, and read-side action surfaces cannot accidentally outrank earlier legal progression.",Algorithm/glossary.md::L296[upstream-gate-cap],upstream_gate_cap,BLOCKED,Upstream Gate Cap | upstream_gate_cap,,TERM_GATE,,high,,"Shell, route, and collaboration terms"
TERM_VIEW_GUARD_REF,View Guard Ref,shell_route,The route-stable stale-view anchor used by portal and other projection-bound surfaces whose legality depends on the exact customer-visible projection the actor reviewed. It freezes rebase and acknowledgment safety for route-scoped commands.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/glossary.md::L158[view-guard-ref],view_guard_ref,,View Guard Ref | view_guard_ref,,TERM_ACTOR | TERM_OBJECT_ANCHOR_REF | TERM_ROUTE_CONTEXT | TERM_SHELL_FAMILY | TERM_VISIBILITY_BOUNDARY_CLASSES | TERM_WORKSPACE_VERSION,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,high,,"Shell, route, and collaboration terms"
TERM_VISIBILITY_BOUNDARY_CLASSES,Visibility Boundary Classes,shell_route,"README shared-spine vocabulary for customer-safe, customer-visible, internal-only, staff-full, governance-controlled, and authority-facing visibility boundaries.",Algorithm/README.md#shared-spine-vocabulary,,,authority-facing | customer-safe | customer-visible | governance-controlled | internal-only | staff-full,,TERM_AUTHORITY,Explicit audience boundary vocabulary. Do not widen or rename locally.,high,,Shared Spine Vocabulary
TERM_VISIBILITY_CLASS,Visibility Class,shell_route,"The canonical projection boundary that states which viewer population may observe an entry, attachment, event, notification, or derived posture. Customer-safe and customer-visible projections SHALL remain distinct from internal-only, staff-full, governance, or authority-facing posture, and a contract SHALL not widen that boundary implicitly.",Algorithm/glossary.md::L355[visibility-class],visibility_class,,Visibility Class | visibility_class,customer only | staff visible,TERM_AUTHORITY | TERM_VISIBILITY_BOUNDARY_CLASSES,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,high,,"Shell, route, and collaboration terms"
TERM_WORKINBOXSNAPSHOT,WorkInboxSnapshot,shell_route,Authoritative route-visible read model named in README Shared Spine Vocabulary.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/cache_isolation_and_secure_reuse_contract.md | Algorithm/collaboration_workspace_contract.md | Algorithm/collaboration_workspace_contract.md#workinboxsnapshot | Algorithm/data_model.md,work_inbox_snapshot,WorkInboxSnapshot,WorkInboxSnapshot,,,,high,,Shared Spine Vocabulary
TERM_WORKSPACESNAPSHOT,WorkspaceSnapshot,shell_route,Authoritative route-visible read model named in README Shared Spine Vocabulary.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/collaboration_workspace_contract.md | Algorithm/collaboration_workspace_contract.md#12-8-customer-visible-workspace-snapshot-never-serializes-hidden-staff-context | Algorithm/collaboration_workspace_contract.md#workspacesnapshot | Algorithm/data_model.md::L307[WorkspaceSnapshot],workspace | workspace_snapshot,WorkspaceSnapshot,WorkspaceSnapshot,,,,high,,Shared Spine Vocabulary
TERM_WORKSPACE_VERSION,Workspace Version,shell_route,The route-visible monotonic version of a governed workspace or projection. For collaboration it is the authoritative stale-view guard and `ETag` basis for work-item reads and writes; for portal-style routes it is the route-stable rebase anchor for the current customer-visible workspace posture.,Algorithm/README.md#shared-spine-vocabulary | Algorithm/glossary.md::L364[workspace-version],workspace_version,ETag,Workspace Version | workspace_version,,TERM_OBJECT_ANCHOR_REF | TERM_ROUTE_CONTEXT | TERM_SHELL_FAMILY | TERM_VIEW_GUARD_REF | TERM_VISIBILITY_BOUNDARY_CLASSES | TERM_WORK_ITEM_WORKFLOW_ITEM,Audience or visibility-sensitive term. Preserve the exact projection boundary named in the corpus.,high,,"Shell, route, and collaboration terms"
TERM_WORK_ITEM_WORKFLOW_ITEM,Work Item / Workflow Item,workflow,"The governed human-action object created for review, approval, remediation, late-data follow-up, or customer/staff collaboration. ""Work item"" is the user-facing label; `WorkflowItem` is the canonical persisted object and MAY project separate internal and customer-visible activity lanes when shared externally.",Algorithm/collaboration_workspace_contract.md#7-1-workflowitem-additions | Algorithm/data_model.md::L131[WorkflowItem] | Algorithm/glossary.md::L519[work-item-workflow-item] | Algorithm/modules.md#emit-workflow-item | Algorithm/modules.md#upsert-workflow-items,workflow_item,WorkItemWorkflowItem | WorkflowItem,Work Item | Work Item / Workflow Item | Workflow Item | WorkflowItem,,TERM_VISIBILITY_BOUNDARY_CLASSES,,medium,User-facing copy may say 'work item'; persisted object semantics remain `WorkflowItem`.,"Shell, route, and collaboration terms"
TERM_WORK_QUEUE_HEALTH_CONTRACT,Work Queue Health Contract,collaboration,"The persisted inbox-view queue-health contract. It freezes queue-health score, queue-pressure score, degraded-vs-healthy posture, intervention recommendation, and the rule that row ordering follows canonical persisted sort tuples only, so banners and ordering do not fall back to raw backlog counts or client-local heuristics.",Algorithm/compute_parity_and_trust_formulas.md | Algorithm/glossary.md::L350[work-queue-health-contract],queue_health_contract | work_queue_health_contract,WorkQueueHealthContract | queue_health_contract,Work Queue Health Contract | WorkQueueHealthContract | queue_health_contract,,TERM_CLIENT | TERM_VISIBILITY_BOUNDARY_CLASSES,Customer-safe or customer-visible wording must not redefine internal operator semantics.,medium,,"Shell, route, and collaboration terms"
